train;age;educ;black;hisp;married;nodegree;mosinex;re74;re75;re78;unem74;unem75;unem78;lre74;lre75;lre78;agesq;mostrn
0;26;6;1;0;0;1;23;0;0;4.8130498;1;1;0;0;0;1.5713309;676;0
0;30;14;1;0;1;0;24;0;0;7.3446798;1;1;0;0;0;1.9939762;900;0
0;25;10;1;0;1;1;24;0;0;0;1;1;1;0;0;0;625;0
0;29;11;1;0;1;1;23;0;0;0;1;1;1;0;0;0;841;0
0;25;12;1;0;1;0;23;0;0;0;1;1;1;0;0;0;625;0
0;28;13;1;0;0;0;15;0;0;0;1;1;1;0;0;0;784;0
0;23;11;1;0;0;1;6;0;0;4.3509102;1;1;0;0;0;1.4703851;529;0
0;54;11;1;0;0;1;24;0;0;7.81252;1;1;0;0;0;2.0557275;2916;0
0;33;5;0;1;0;1;15;0;0;0;1;1;1;0;0;0;1089;0
0;20;8;1;0;0;1;21;0;0;3.6446598;1;1;0;0;0;1.293263;400;0
0;45;9;1;0;0;1;22;0;0;4.8448;1;1;0;0;0;1.577906;2025;0
0;39;6;1;0;0;1;22;0;0;0;1;1;1;0;0;0;1521;0
0;26;12;1;0;0;0;14;0;0;0;1;1;1;0;0;0;676;0
0;23;10;1;0;0;1;13;0;0;0;1;1;1;0;0;0;529;0
0;27;12;0;0;0;0;23;0;0;14.7929;1;1;0;0;0;2.6941473;729;0
0;33;9;0;1;1;1;22;0;0;0;1;1;1;0;0;0;1089;0
0;25;10;1;0;1;1;21;0;0;0;1;1;1;0;0;0;625;0
0;23;8;1;0;0;1;13;0;0;3.7466998;1;1;0;0;0;1.3208754;529;0
0;18;8;1;0;0;1;13;0;0;1.56815;1;1;0;0;0;.4498966;324;0
0;17;8;1;0;0;1;14;0;0;7.0104399;1;1;0;0;0;1.9474005;289;0
0;19;9;0;1;0;1;13;0;0;3.8116798;1;1;0;0;0;1.33807;361;0
0;18;8;0;1;0;1;5;0;0;10.798599;1;1;0;0;0;2.3794165;324;0
0;18;11;1;0;0;1;21;0;0;4.65727;1;1;0;0;0;1.5384294;324;0
0;17;11;1;0;0;1;5;0;0;8.5515308;1;1;0;0;0;2.1461103;289;0
0;19;10;1;0;0;1;14;0;0;4.3098803;1;1;0;0;0;1.4609101;361;0
0;19;10;1;0;0;1;14;0;0;5.2863998;1;1;0;0;0;1.6651374;361;0
0;18;9;1;0;0;1;15;0;0;12.4862;1;1;0;0;0;2.5246241;324;0
0;18;9;1;0;0;1;13;0;0;10.8774;1;1;0;0;0;2.3866873;324;0
0;18;10;1;0;0;1;6;0;0;.20228501;1;1;0;0;0;-1.5980777;324;0
0;17;10;1;0;0;1;5;0;0;2.6577098;1;1;0;0;0;.9774648;289;0
0;18;7;1;0;0;1;21;0;0;4.1325803;1;1;0;0;0;1.4189019;324;0
0;18;11;1;0;0;1;6;0;0;11.3031;1;1;0;0;0;2.425077;324;0
0;19;10;0;1;0;1;6;0;0;0;1;1;1;0;0;0;361;0
0;18;9;1;0;0;1;22;0;0;0;1;1;1;0;0;0;324;0
0;17;10;1;0;0;1;12;0;0;0;1;1;1;0;0;0;289;0
0;17;10;1;0;0;1;14;0;0;2.1894298;1;1;0;0;0;.7836411;289;0
0;19;11;1;0;0;1;22;0;0;0;1;1;1;0;0;0;361;0
0;17;8;0;0;0;1;13;0;0;10.211;1;1;0;0;0;2.3234656;289;0
0;18;10;1;0;0;1;15;0;0;11.0481;1;1;0;0;0;2.4022584;324;0
0;18;9;1;0;0;1;13;0;0;0;1;1;1;0;0;0;324;0
0;17;8;1;0;0;1;13;0;0;8.9938698;1;1;0;0;0;2.1965432;289;0
0;19;6;0;1;0;1;21;0;0;5.0717998;1;1;0;0;0;1.6236957;361;0
0;19;10;0;0;0;1;13;0;0;3.19401;1;1;0;0;0;1.1612772;361;0
0;17;11;0;0;0;1;15;0;0;0;1;1;1;0;0;0;289;0
0;20;9;1;0;0;1;12;0;0;5.1930895;1;1;0;0;0;1.6473289;400;0
0;17;9;1;0;0;1;15;0;0;0;1;1;1;0;0;0;289;0
0;17;10;1;0;0;1;13;0;0;.27556601;1;1;0;0;0;-1.288928;289;0
0;17;9;1;0;0;1;6;0;0;3.5906997;1;1;0;0;0;1.2783471;289;0
0;19;11;1;0;0;1;21;0;0;0;1;1;1;0;0;0;361;0
0;19;10;1;0;1;1;15;0;0;12.797701;1;1;0;0;0;2.5492656;361;0
0;20;9;1;0;0;1;6;0;0;2.0359101;1;1;0;0;0;.71094298;400;0
0;18;9;1;0;0;1;6;0;0;2.3896799;1;1;0;0;0;.87115943;324;0
0;18;11;1;0;0;1;15;0;0;0;1;1;1;0;0;0;324;0
0;17;10;0;1;0;1;6;0;0;8.4692802;1;1;0;0;0;2.1364455;289;0
0;19;11;1;0;0;1;14;0;0;0;1;1;1;0;0;0;361;0
0;17;10;1;0;0;1;15;0;0;1.1433899;1;1;0;0;0;.13399749;289;0
0;17;9;0;1;0;1;13;0;0;5.11481;1;1;0;0;0;1.6321403;289;0
0;18;10;1;0;0;1;13;0;0;.78122401;1;1;0;0;0;-.24689335;324;0
0;21;9;1;0;0;1;24;.59149903;0;3.3432202;0;1;0;-.52509522;0;1.2069345;441;0
0;18;10;1;0;0;1;24;1.5632499;0;9.6024408;0;1;0;.44676694;0;2.2620173;324;0
0;19;11;1;0;0;1;24;1.6266199;0;0;0;1;1;.4865042;0;0;361;0
0;24;9;1;0;0;1;24;2.7885001;0;16.461599;0;1;0;1.0255039;0;2.8010304;576;0
0;28;11;0;1;1;1;24;3.47295;0;6.7716203;0;1;0;1.2450044;0;1.9127403;784;0
0;25;11;1;0;0;1;24;5.28125;0;0;0;1;1;1.6641628;0;0;625;0
0;21;7;1;0;0;1;24;33.799999;0;11.0116;0;1;0;3.5204608;0;2.3989491;441;0
0;39;11;1;0;0;1;22;0;.0836896;0;1;0;1;0;-2.4806406;0;1521;0
0;36;12;1;0;0;0;22;0;.142397;0;1;0;1;0;-1.9491364;0;1296;0
0;24;12;1;0;0;0;13;0;.15988499;0;1;0;1;0;-1.8333006;0;576;0
0;17;11;1;0;0;1;22;.989268;.165208;4.2511301;0;0;0;-.010789998;-1.80055;1.4471848;289;0
0;18;10;1;0;0;1;21;.96042699;.24010698;2.8916698;0;0;0;-.040377315;-1.4266707;1.0618341;324;0
0;18;10;1;0;0;1;13;0;.27355301;5.51437;1;0;0;0;-1.2962599;1.7073574;324;0
0;28;10;1;0;0;1;21;1.47129;.367823;4.8589001;0;0;0;.38613957;-1.0001534;1.5808121;784;0
0;27;13;0;0;0;0;23;5.2143102;.474502;4.8125801;0;0;0;1.6514068;-.74548948;1.5712334;729;0
0;31;12;0;0;0;0;13;0;.49464303;0;1;0;1;0;-.70391893;0;961;0
0;22;9;1;0;0;1;23;0;.50640798;.60419899;1;0;0;0;-.68041265;-.50385165;484;0
0;31;10;1;0;0;1;24;0;.52044594;14.527901;1;0;0;0;-.65306926;2.6760709;961;0
0;26;10;1;0;1;1;23;6.1403704;.55877298;0;0;0;1;1.814885;-.582012;0;676;0
0;18;9;0;0;0;1;13;0;.559596;7.3004999;1;0;0;0;-.58054018;1.9879428;324;0
0;23;11;1;0;0;1;23;6.3823099;.58078998;0;0;0;1;1.85353;-.54336607;0;529;0
0;20;12;1;0;0;0;23;0;.59181499;4.1599197;1;0;0;0;-.52456123;1.4254957;400;0
0;19;10;1;0;0;1;21;0;.60415399;0;1;0;1;0;-.50392616;0;361;0
0;18;11;1;0;0;1;24;1.0646999;.64527196;5.4975901;0;0;0;.062692963;-.43808341;1.7043098;324;0
0;17;10;1;0;0;1;15;0;.66456896;0;1;0;1;0;-.40861663;0;289;0
0;27;12;1;0;1;0;23;0;.75239003;0;1;0;1;0;-.28450045;0;729;0
0;27;11;1;0;0;1;21;3.0651898;.76629901;0;0;0;1;1.1201096;-.26618284;0;729;0
0;28;12;0;0;0;0;24;0;.803343;16.477001;1;0;0;0;-.21897352;2.8019655;784;0
0;28;11;1;0;0;1;22;2.4319501;.86347997;0;0;0;1;.88869345;-.14678457;0;784;0
0;21;10;1;0;0;1;22;6.6610603;1.16236;39.483498;0;0;0;1.8962787;.15045238;3.6758828;441;0
0;17;10;0;1;0;1;22;4.9051199;1.1689;11.306299;0;0;0;1.5902796;.15606314;2.42536;289;0
0;26;11;1;0;0;1;21;4.6999598;1.1749899;6.67202;0;0;0;1.5475539;.16125959;1.8979226;676;0
0;29;9;1;0;0;1;14;0;1.20382;9.3786507;1;0;0;0;.18549983;2.238436;841;0
0;17;10;0;1;0;1;22;1.2036099;1.23963;5.0889902;0;0;0;.18532532;.21481293;1.6270794;289;0
0;22;11;1;0;0;1;22;7.9141297;1.32166;2.6392901;0;0;0;2.0686498;.27888855;.97051001;484;0
0;24;11;1;0;0;1;23;0;1.3279899;9.4959011;1;0;0;0;.28366646;2.2508602;576;0
0;20;12;1;0;0;0;24;.55769897;1.37147;20.893101;0;0;0;-.58393598;.31588313;3.0394189;400;0
0;18;12;1;0;0;0;21;0;1.4055101;0;1;0;1;0;.34040028;0;324;0
0;24;11;0;0;0;1;23;2.6697299;1.46838;10.3617;0;0;0;.98197734;.38415974;2.3381164;576;0
0;21;9;0;0;0;1;22;2.98841;1.5771701;1.7402;0;0;0;1.0947415;.45563218;.55400008;441;0
0;30;8;1;0;0;1;23;0;1.70666;0;1;0;1;0;.53453827;0;900;0
0;31;11;1;0;0;1;23;17.711901;1.72645;0;0;0;1;2.8742368;.54606724;0;961;0
0;17;10;0;1;0;1;22;1.4426801;1.73456;6.3541899;0;0;0;.36650258;.55075377;1.8491144;289;0
0;19;9;1;0;0;1;23;8.4096298;1.7780899;7.171;0;0;0;2.1293774;.57553971;1.9700451;361;0
0;23;11;1;0;0;1;14;0;1.8960199;5.5735497;1;0;0;0;.63975692;1.7180321;529;0
0;22;12;1;0;0;0;23;4.3800201;2.00368;.43968797;0;0;0;1.4770533;.69498551;-.82168996;484;0
0;29;12;1;0;0;0;23;22.859402;2.08021;16.969999;0;0;0;3.1293626;.73246884;2.8314471;841;0
0;22;10;1;0;0;1;15;0;2.1749599;5.3440199;1;0;0;0;.7770102;1.6759782;484;0
0;29;13;1;0;0;0;24;.71824902;2.2655799;2.7253201;0;0;0;-.33093894;.81783074;1.0025859;841;0
0;19;11;1;0;0;1;22;.72134101;2.44559;9.7722797;0;0;0;-.32664329;.89428639;2.2795498;361;0
0;17;9;1;0;0;1;24;0;2.5952699;0;1;0;1;0;.95369053;0;289;0
0;18;10;1;0;0;1;21;1.7165101;2.6821299;0;0;0;1;.54029322;.98661119;0;324;0
0;19;12;1;0;0;0;22;8.4169998;2.8141999;1.7209101;0;0;0;2.1302536;1.034678;.54285324;361;0
0;20;6;1;0;0;1;23;6.0068798;2.8506103;0;0;0;1;1.7929054;1.0475332;0;400;0
0;33;11;1;0;0;1;21;10.5238;2.8998201;18.8599;0;0;0;2.3536394;1.0646487;2.9370379;1089;0
0;36;11;0;1;0;1;23;5.4437304;3.06388;1.32454;0;0;0;1.6944646;1.1196821;.28106526;1296;0
0;25;11;1;0;0;1;24;15.210001;3.0727301;.28465798;0;0;0;2.7219532;1.1225665;-1.2564669;625;0
0;19;11;1;0;0;1;23;3.50401;3.2856801;11.195901;0;0;0;1.253908;1.1895736;2.4155476;361;0
0;23;8;1;0;0;1;21;7.7242799;3.4030602;0;0;0;1;2.0443685;1.2246751;0;529;0
0;17;11;1;0;0;1;22;4.08073;3.79603;0;0;0;1;1.4062759;1.3339558;0;289;0
0;43;10;1;0;0;1;23;2.5028701;4.1284399;7.5652704;0;0;0;.91743809;1.4178996;2.0235682;1849;0
0;26;11;1;0;1;1;24;0;4.1847301;0;1;0;1;0;1.4314421;0;676;0
0;27;11;1;0;1;1;24;0;4.4918799;0;1;0;1;0;1.5022713;0;729;0
0;19;11;1;0;0;1;24;6.3374901;4.5030603;0;0;0;1;1.8464828;1.5047573;0;361;0
0;28;11;1;0;1;1;23;8.5931606;5.3938999;4.9745898;0;0;0;2.1509666;1.6852686;1.6043429;784;0
0;28;12;1;0;1;0;21;10.5851;5.5514598;12.780001;0;0;0;2.3594475;1.7140609;2.5478816;784;0
0;26;8;1;0;0;1;23;1.1262901;5.5626001;3.5235801;0;0;0;.11892912;1.7160656;1.2594775;676;0
0;31;12;1;0;0;0;24;0;5.6139102;0;1;0;1;0;1.7252475;0;961;0
0;23;11;1;0;0;1;22;7.6173601;5.7164102;10.2748;0;0;0;2.0304298;1.743341;2.3296943;529;0
0;20;12;1;0;0;0;24;7.1824903;6.0047297;4.7797203;0;0;0;1.9716462;1.7925475;1.5643821;400;0
0;28;10;1;0;1;1;22;8.2933493;6.4494796;16.988199;0;0;0;2.115454;1.8639995;2.8325191;784;0
0;39;12;1;0;1;0;22;19.785301;6.60814;.499257;0;0;0;2.9849393;1.8883022;-.69463432;1521;0
0;21;8;1;0;0;1;22;39.570702;6.6083002;3.08358;0;0;0;3.6780889;1.8883265;1.1260912;441;0
0;22;11;1;0;0;1;23;8.81007;6.9744797;3.70872;0;0;0;2.1758955;1.9422578;1.3106868;484;0
0;20;11;1;0;0;1;23;8.00916;7.6668801;7.6592202;0;0;0;2.080586;2.0369098;2.0359101;400;0
0;21;11;0;1;0;1;22;2.9925301;8.9204693;20.8578;0;0;0;1.0961192;2.1883485;3.0377281;441;0
0;23;12;0;1;0;0;21;5.7217002;8.96068;7.0781798;0;0;0;1.744266;2.1928461;1.9570168;529;0
0;29;9;1;0;0;1;23;9.2689409;9.1606903;0;0;0;1;2.2266691;2.2149215;0;841;0
0;28;9;1;0;1;1;22;10.222401;9.2104502;1.2398399;0;0;0;2.3245814;2.2203388;.21498227;784;0
0;30;11;1;0;1;1;24;0;9.3119411;3.9828;1;0;0;0;2.2312975;1.3819851;900;0
0;25;10;1;0;1;1;24;13.52;9.3194408;0;0;0;1;2.6041701;2.2321026;0;625;0
0;28;11;1;0;1;1;22;.82438898;10.0339;0;0;0;1;-.19311279;2.3059695;0;784;0
0;22;10;0;0;0;1;22;27.864401;10.5987;7.0949197;0;0;0;3.3273499;2.3607314;1.959379;484;0
0;44;9;1;0;1;1;21;12.2608;10.8572;12.3593;0;0;0;2.5064073;2.3848283;2.5144088;1936;0
0;21;9;1;0;0;1;23;31.886402;12.3572;0;0;0;1;3.4621797;2.5142388;0;441;0
0;28;11;1;0;0;1;24;17.491499;13.3713;0;0;0;1;2.8617151;2.5931106;0;784;0
0;29;9;0;1;0;1;23;9.5943089;16.3412;16.900301;0;0;0;2.2611701;2.7936895;2.8273315;841;0
0;25;9;1;0;1;1;22;24.7316;16.9466;7.3439598;0;0;0;3.2080817;2.8300672;1.9938781;625;0
0;22;10;0;0;1;1;22;25.720901;23.032001;5.4488001;0;0;0;3.247304;3.1368847;1.6953955;484;0
