train;age;educ;black;hisp;married;re74;re75;unem75;unem74;re78;agesq;trre74;trre75;trun74;trun75;avgre;travgre;unem78;em78
0;47;11;1;0;1;11.7556;10.7419;0;0;14.260099;2209;0;0;0;0;11.248751;0;0;1
0;39;10;1;0;0;11.7556;12.5323;0;0;25.2484;1521;0;0;0;0;12.14395;0;0;1
0;43;8;1;0;1;11.7556;12.5323;0;0;12.930099;1849;0;0;0;0;12.14395;0;0;1
0;43;8;1;0;1;11.7556;12.5323;0;0;12.930099;1849;0;0;0;0;12.14395;0;0;1
0;28;10;1;0;1;11.7556;15.2177;0;0;10.6396;784;0;0;0;0;13.48665;0;0;1
0;47;11;1;0;1;11.7556;16.053801;0;0;0;2209;0;0;0;0;13.9047;0;1;0
0;53;4;1;0;1;11.8927;8.9516106;0;0;10.3441;2809;0;0;0;0;10.422155;0;0;1
0;54;4;1;0;0;11.933901;10.9657;0;0;11.8218;2916;0;0;0;0;11.4498;0;0;1
0;44;7;1;0;1;11.9672;14.566099;0;0;14.147799;1936;0;0;0;0;13.266649;0;0;1
0;54;3;1;0;1;12.2258;9.6068697;0;0;11.8218;2916;0;0;0;0;10.916334;0;0;1
0;34;10;1;0;1;12.3434;11.637099;0;0;9.9007692;1156;0;0;0;0;11.99025;0;0;1
0;48;5;1;0;1;12.3434;13.6065;0;0;13.3232;2304;0;0;0;0;12.97495;0;0;1
0;22;11;1;0;1;12.5393;21.4839;0;0;13.2995;484;0;0;0;0;17.0116;0;0;1
0;25;10;1;0;1;12.696;8.9516106;0;0;14.7773;625;0;0;0;0;10.823805;0;0;1
0;53;6;1;0;1;12.7352;10.7419;0;0;13.2995;2809;0;0;0;0;11.73855;0;0;1
0;31;6;1;0;0;12.7352;10.7419;0;0;5.9109101;961;0;0;0;0;11.73855;0;0;1
0;50;6;1;0;1;13.033;4.09268;0;0;0;2500;0;0;0;0;8.5628395;0;1;0
0;31;11;1;0;1;13.1271;14.8597;0;0;16.254999;961;0;0;0;0;13.993401;0;0;1
0;21;9;1;0;0;13.1271;16.3277;0;0;8.8663607;441;0;0;0;0;14.7274;0;0;1
0;36;11;1;0;1;13.1408;12.5323;0;0;12.8119;1296;0;0;0;0;12.83655;0;0;1
0;40;10;1;0;1;13.244599;19.693501;0;0;17.732698;1600;0;0;0;0;16.469049;0;0;1
0;44;9;1;0;1;13.366099;14.6448;0;0;12.4351;1936;0;0;0;0;14.005449;0;0;1
0;46;8;1;0;1;13.7149;7.0896802;0;0;0;2116;0;0;0;0;10.40229;0;1;0
0;48;6;1;0;0;13.7149;11.637099;0;0;10.6042;2304;0;0;0;0;12.676;0;0;1
0;50;7;1;0;1;13.7149;12.5323;0;0;16.254999;2500;0;0;0;0;13.1236;0;0;1
0;50;7;1;0;1;13.7149;12.5323;0;0;16.254999;2500;0;0;0;0;13.1236;0;0;1
0;26;11;1;0;1;13.7149;13.248401;0;0;11.0829;676;0;0;0;0;13.48165;0;0;1
0;30;10;1;0;0;13.7149;14.322599;0;0;2.3643601;900;0;0;0;0;14.018749;0;0;1
0;46;10;1;0;1;13.7149;16.1129;0;0;15.522;2116;0;0;0;0;14.9139;0;0;1
0;50;7;1;0;1;13.7149;17.9032;0;0;16.254999;2500;0;0;0;0;15.80905;0;0;1
0;33;10;1;0;0;13.7541;13.9645;0;0;16.905199;1089;0;0;0;0;13.859301;0;0;1
0;53;5;1;0;1;14.0088;2.6604199;0;0;11.0829;2809;0;0;0;0;8.33461;0;0;1
0;24;10;1;0;1;14.482901;10.7419;0;0;11.8218;576;0;0;0;0;12.6124;0;0;1
0;55;3;1;0;1;14.5476;13.463201;0;0;10.3441;3025;0;0;0;0;14.0054;0;0;1
0;41;10;1;0;0;14.6788;15.2535;0;0;11.8218;1681;0;0;0;0;14.96615;0;0;1
0;25;11;1;0;1;14.6945;6.6241899;0;0;7.1078601;625;0;0;0;0;10.659345;0;0;1
0;23;11;1;0;1;14.6945;13.427401;0;0;17.732698;529;0;0;0;0;14.06095;0;0;1
0;42;11;1;0;0;14.6945;15.2177;0;0;11.8218;1764;0;0;0;0;14.9561;0;0;1
0;36;7;1;0;1;14.6945;15.7548;0;0;19.2104;1296;0;0;0;0;15.224649;0;0;1
0;39;6;1;0;1;14.6945;16.471001;0;0;28.076801;1521;0;0;0;0;15.58275;0;0;1
0;53;9;1;0;1;14.9453;13.6978;0;0;14.1862;2809;0;0;0;0;14.32155;0;0;1
0;53;8;1;0;1;15.0864;15.6492;0;0;12.9212;2809;0;0;0;0;15.3678;0;0;1
0;31;8;1;0;1;15.1765;10.8511;0;0;19.605;961;0;0;0;0;13.0138;0;0;1
0;19;11;1;0;0;15.5879;10.7419;0;0;0;361;0;0;0;0;13.1649;0;1;0
0;31;11;1;0;0;15.6741;4.3164701;0;0;7.0930901;961;0;0;0;0;9.995285;0;0;1
0;25;11;1;0;0;15.6741;6.9822598;0;0;13.890599;625;0;0;0;0;11.32818;0;0;1
0;23;11;1;0;1;15.6741;8.4145193;0;0;8.8663607;529;0;0;0;0;12.04431;0;0;1
0;34;10;1;0;0;15.6741;12.5323;0;0;25.121401;1156;0;0;0;0;14.1032;0;0;1
0;37;9;1;0;1;15.6741;16.1129;0;0;19.2104;1369;0;0;0;0;15.893499;0;0;1
0;53;6;1;0;1;15.6741;16.1129;0;0;9.9746504;2809;0;0;0;0;15.893499;0;0;1
0;35;10;1;0;1;15.6741;16.471001;0;0;23.6436;1225;0;0;0;0;16.07255;0;0;1
0;54;2;1;0;1;15.6741;16.9902;0;0;18.096199;2916;0;0;0;0;16.33215;0;0;1
0;35;11;1;0;1;15.6741;17.9032;0;0;0;1225;0;0;0;0;16.788651;0;1;0
0;41;7;1;0;1;15.6741;32.2258;0;0;11.0829;1681;0;0;0;0;23.949949;0;0;1
0;51;8;1;0;1;15.987599;5.8006501;0;0;0;2601;0;0;0;0;10.894125;0;1;0
0;30;7;1;0;1;15.9955;15.3878;0;0;13.1518;900;0;0;0;0;15.69165;0;0;1
0;53;4;1;0;1;16.142401;.98467702;0;0;0;2809;0;0;0;0;8.5635386;0;1;0
0;48;8;1;0;1;16.2619;11.637099;0;0;5.17204;2304;0;0;0;0;13.949499;0;0;1
0;48;8;1;0;1;16.2619;11.637099;0;0;5.17204;2304;0;0;0;0;13.949499;0;0;1
0;47;6;1;0;1;16.2619;14.4121;0;0;14.260099;2209;0;0;0;0;15.337;0;0;1
0;47;8;1;0;1;16.3011;17.129801;0;0;17.732698;2209;0;0;0;0;16.71545;0;0;1
0;47;8;1;0;1;16.3011;17.129801;0;0;17.732698;2209;0;0;0;0;16.71545;0;0;1
0;31;11;1;0;1;16.453901;19.693501;0;0;14.7773;961;0;0;0;0;18.0737;0;0;1
0;35;10;1;0;0;17.045599;14.322599;0;0;16.8461;1225;0;0;0;0;15.684099;0;0;1
0;25;7;1;0;0;17.045599;16.138;0;0;11.8218;625;0;0;0;0;16.591801;0;0;1
0;23;11;1;0;1;17.116199;10.7419;0;0;8.8663607;529;0;0;0;0;13.92905;0;0;1
0;55;8;1;0;1;17.241501;17.9032;0;0;16.254999;3025;0;0;0;0;17.57235;0;0;1
0;33;11;1;0;1;17.370901;15.8444;0;0;14.753599;1089;0;0;0;0;16.607651;0;0;1
0;31;9;1;0;0;17.4375;13.427401;0;0;11.326799;961;0;0;0;0;15.43245;0;0;1
0;42;8;1;0;0;17.6334;10.562901;0;0;0;1764;0;0;0;0;14.09815;0;1;0
0;23;9;1;0;1;17.6334;12.5323;0;0;14.7773;529;0;0;0;0;15.08285;0;0;1
0;43;11;1;0;1;17.6334;14.322599;0;0;17.732698;1849;0;0;0;0;15.978;0;0;1
0;43;11;1;0;1;17.6334;14.322599;0;0;17.732698;1849;0;0;0;0;15.978;0;0;1
0;50;9;1;0;1;17.6334;16.1129;0;0;16.254999;2500;0;0;0;0;16.87315;0;0;1
0;25;11;1;0;1;17.6334;21.4839;0;0;26.5991;625;0;0;0;0;19.558651;0;0;1
0;44;8;1;0;1;17.6334;21.4839;0;0;19.2104;1936;0;0;0;0;19.558651;0;0;1
0;36;10;1;0;0;17.6334;21.4839;0;0;17.732698;1296;0;0;0;0;19.558651;0;0;1
0;40;2;1;0;1;17.645199;13.427401;0;0;8.8663607;1600;0;0;0;0;15.5363;0;0;1
0;44;5;1;0;1;17.688301;17.9032;0;0;19.2104;1936;0;0;0;0;17.79575;0;0;1
0;46;11;1;0;1;17.8685;17.9032;0;0;13.326099;2116;0;0;0;0;17.885849;0;0;1
0;44;11;1;0;1;17.9293;18.5889;0;0;19.2104;1936;0;0;0;0;18.2591;0;0;1
0;41;10;1;0;1;18.025301;17.3661;0;0;21.427;1681;0;0;0;0;17.695702;0;0;1
0;36;11;1;0;1;18.025301;21.4839;0;0;26.5991;1296;0;0;0;0;19.754601;0;0;1
0;46;3;1;0;1;18.319099;14.322599;0;0;19.949301;2116;0;0;0;0;16.32085;0;0;1
0;36;10;1;0;1;18.417099;16.1129;0;0;22.165901;1296;0;0;0;0;17.264999;0;0;1
0;27;8;1;0;1;18.417099;22.9161;0;0;31.032301;729;0;0;0;0;20.666599;0;0;1
0;24;11;1;0;0;18.613001;20.2306;0;0;31.032301;576;0;0;0;0;19.421801;0;0;1
0;34;11;1;0;1;18.809;17.9032;0;0;14.7773;1156;0;0;0;0;18.3561;0;0;1
0;33;9;1;0;1;19.3967;16.1129;0;0;19.2104;1089;0;0;0;0;17.754799;0;0;1
0;20;7;1;0;1;19.592699;11.637099;0;0;14.7773;400;0;0;0;0;15.614899;0;0;1
0;28;11;1;0;1;19.592699;12.8903;0;0;7.1300297;784;0;0;0;0;16.241499;0;0;1
0;44;6;1;0;1;19.592699;14.322599;0;0;5.6153598;1936;0;0;0;0;16.957649;0;0;1
0;25;5;1;0;1;19.592699;16.65;0;0;28.076801;625;0;0;0;0;18.121349;0;0;1
0;30;11;1;0;1;19.592699;24.5471;0;0;22.165901;900;0;0;0;0;22.069901;0;0;1
0;43;6;1;0;1;19.912001;16.1129;0;0;20.6882;1849;0;0;0;0;18.012451;0;0;1
0;55;6;1;0;1;19.962999;26.854801;0;0;14.7773;3025;0;0;0;0;23.408901;0;0;1
0;53;10;1;0;1;20.062901;15.5024;0;0;13.2995;2809;0;0;0;0;17.78265;0;0;1
0;40;11;1;0;1;20.2784;16.1129;0;0;19.2104;1600;0;0;0;0;18.19565;0;0;1
0;50;7;1;0;1;20.384199;17.008101;0;0;17.732698;2500;0;0;0;0;18.69615;0;0;1
0;38;9;1;0;1;20.3881;22.4077;0;0;16.254999;1444;0;0;0;0;21.3979;0;0;1
0;44;10;1;0;1;20.9935;19.1905;0;0;25.068199;1936;0;0;0;0;20.091999;0;0;1
0;44;10;1;0;1;20.9935;19.1905;0;0;25.068199;1936;0;0;0;0;20.091999;0;0;1
0;34;10;1;0;1;21.551901;10.083099;0;0;18.4716;1156;0;0;0;0;15.8175;0;0;1
0;48;6;1;0;1;21.551901;16.1129;0;0;17.732698;2304;0;0;0;0;18.832401;0;0;1
0;41;10;1;0;1;21.551901;20.767698;0;0;25.121401;1681;0;0;0;0;21.1598;0;0;1
0;33;8;1;0;1;21.551901;22.379;0;0;27.485699;1089;0;0;0;0;21.96545;0;0;1
0;22;10;1;0;1;21.551901;25.064501;0;0;31.032301;484;0;0;0;0;23.308201;0;0;1
0;54;9;1;0;0;21.551901;30.435499;0;0;33.987698;2916;0;0;0;0;25.9937;0;0;1
0;30;10;1;0;1;22.3356;0;1;0;121.174;900;0;0;0;0;11.1678;0;0;1
0;49;4;1;0;1;22.9685;28.645199;0;0;22.165901;2401;0;0;0;0;25.80685;0;0;1
0;33;10;1;0;1;23.5112;12.5323;0;0;18.4716;1089;0;0;0;0;18.021749;0;0;1
0;52;8;1;0;0;23.5112;15.2177;0;0;7.0930901;2704;0;0;0;0;19.36445;0;0;1
0;36;7;1;0;1;23.5112;21.4839;0;0;13.2995;1296;0;0;0;0;22.497551;0;0;1
0;51;8;1;0;1;23.5112;23.274199;0;0;23.6436;2601;0;0;0;0;23.3927;0;0;1
0;50;8;1;0;1;23.7071;28.9137;0;0;31.032301;2500;0;0;0;0;26.3104;0;0;1
0;44;11;1;0;1;24.294901;35.806499;0;0;29.554501;1936;0;0;0;0;30.050701;0;0;1
0;44;11;1;0;1;24.294901;35.806499;0;0;29.554501;1936;0;0;0;0;30.050701;0;0;1
0;35;9;1;0;1;24.6868;16.829;0;0;20.392599;1225;0;0;0;0;20.7579;0;0;1
0;52;7;1;0;0;25.470501;17.9032;0;0;25.121401;2704;0;0;0;0;21.686852;0;0;1
0;46;8;1;0;1;25.470501;21.4839;0;0;11.3903;2116;0;0;0;0;23.4772;0;0;1
0;44;3;1;0;1;25.470501;21.4839;0;0;26.5991;1936;0;0;0;0;23.4772;0;0;1
0;40;10;1;0;0;25.470501;23.274199;0;0;20.6882;1600;0;0;0;0;24.372349;0;0;1
0;26;8;1;0;1;25.470501;23.274199;0;0;23.6436;676;0;0;0;0;24.372349;0;0;1
0;35;9;1;0;1;26.134699;24.169401;0;0;26.5991;1225;0;0;0;0;25.15205;0;0;1
0;51;10;1;0;1;27.037901;21.4839;0;0;26.8946;2601;0;0;0;0;24.2609;0;0;1
0;51;10;1;0;1;27.429699;25.064501;0;0;24.3825;2601;0;0;0;0;26.247101;0;0;1
0;41;7;1;0;1;27.429699;26.708;0;0;14.7773;1681;0;0;0;0;27.06885;0;0;1
0;39;8;1;0;1;27.429699;26.854801;0;0;28.076801;1521;0;0;0;0;27.14225;0;0;1
0;48;10;1;0;1;27.429699;30.435499;0;0;29.554501;2304;0;0;0;0;28.932598;0;0;1
0;48;10;1;0;1;27.429699;30.435499;0;0;29.554501;2304;0;0;0;0;28.932598;0;0;1
0;49;6;1;0;1;27.429699;34.016102;0;0;32.509998;2401;0;0;0;0;30.7229;0;0;1
0;46;9;1;0;1;28.605301;32.2258;0;0;41.376301;2116;0;0;0;0;30.41555;0;0;1
0;45;9;1;0;1;28.863901;26.854801;0;0;36.943199;2025;0;0;0;0;27.859352;0;0;1
0;37;11;1;0;1;29.389;21.4839;0;0;13.0631;1369;0;0;0;0;25.436451;0;0;1
0;36;11;1;0;0;29.389;25.983;0;0;45.809502;1296;0;0;0;0;27.686001;0;0;1
0;47;10;1;0;1;29.389;26.854801;0;0;0;2209;0;0;0;0;28.121901;0;1;0
0;47;10;1;0;1;29.389;26.854801;0;0;0;2209;0;0;0;0;28.121901;0;1;0
0;19;11;1;0;0;29.726;8.8065996;0;0;9.4574499;361;0;0;0;0;19.2663;0;0;1
0;32;10;1;0;1;30.930901;35.806499;0;0;38.125301;1024;0;0;0;0;33.368698;0;0;1
0;51;11;1;0;1;31.348301;21.4839;0;0;26.007999;2601;0;0;0;0;26.4161;0;0;1
0;42;6;1;0;1;31.348301;28.645199;0;0;20.6882;1764;0;0;0;0;29.99675;0;0;1
0;42;5;1;0;1;31.348301;32.2258;0;0;23.6436;1764;0;0;0;0;31.78705;0;0;1
0;55;7;1;0;1;32.5042;26.854801;0;0;31.9189;3025;0;0;0;0;29.679501;0;0;1
0;55;7;1;0;1;32.5042;26.854801;0;0;31.9189;3025;0;0;0;0;29.679501;0;0;1
0;51;8;1;0;1;33.299698;25.064501;0;0;25.121401;2601;0;0;0;0;29.182098;0;0;1
0;55;2;1;0;1;33.307499;20.9468;0;0;28.076801;3025;0;0;0;0;27.12715;0;0;1
0;51;8;1;0;1;35.2668;25.064501;0;0;1.18218;2601;0;0;0;0;30.165649;0;0;1
0;52;8;1;0;1;35.2668;33.120998;0;0;44.147102;2704;0;0;0;0;34.193901;0;0;1
0;41;8;1;0;1;36.6912;32.888199;0;0;42.263;1681;0;0;0;0;34.7897;0;0;1
0;48;8;1;0;1;37.226101;26.854801;0;0;30.569698;2304;0;0;0;0;32.040451;0;0;1
0;48;8;1;0;1;37.226101;26.854801;0;0;30.569698;2304;0;0;0;0;32.040451;0;0;1
0;47;12;0;0;0;0;0;1;1;0;2209;0;0;0;0;0;0;1;0
0;44;12;0;0;0;0;0;1;1;0;1936;0;0;0;0;0;0;1;0
0;54;12;0;0;1;0;0;1;1;0;2916;0;0;0;0;0;0;1;0
0;55;12;0;1;1;0;0;1;1;0;3025;0;0;0;0;0;0;1;0
0;47;12;0;0;1;0;0;1;1;0;2209;0;0;0;0;0;0;1;0
0;44;12;0;0;1;0;0;1;1;0;1936;0;0;0;0;0;0;1;0
0;49;14;0;0;1;0;0;1;1;0;2401;0;0;0;0;0;0;1;0
0;55;14;0;0;1;0;0;1;1;0;3025;0;0;0;0;0;0;1;0
0;34;16;0;0;1;0;0;1;1;11.8218;1156;0;0;0;0;0;0;0;1
0;55;13;0;1;1;0;0;1;1;0;3025;0;0;0;0;0;0;1;0
0;52;12;0;0;1;0;0;1;1;0;2704;0;0;0;0;0;0;1;0
0;52;15;0;0;1;0;0;1;1;0;2704;0;0;0;0;0;0;1;0
0;30;16;0;0;1;0;0;1;1;0;900;0;0;0;0;0;0;1;0
0;21;12;0;0;0;0;0;1;1;0;441;0;0;0;0;0;0;1;0
0;30;17;0;0;0;0;0;1;1;0;900;0;0;0;0;0;0;1;0
0;44;12;0;0;1;0;0;1;1;0;1936;0;0;0;0;0;0;1;0
0;46;12;0;0;0;0;0;1;1;0;2116;0;0;0;0;0;0;1;0
0;53;17;0;0;1;0;0;1;1;0;2809;0;0;0;0;0;0;1;0
0;26;16;0;0;0;0;0;1;1;9.0141296;676;0;0;0;0;0;0;0;1
0;49;12;0;0;1;0;0;1;1;13.2995;2401;0;0;0;0;0;0;0;1
0;39;15;0;0;1;0;0;1;1;1.9210401;1521;0;0;0;0;0;0;0;1
0;26;17;0;0;1;0;0;1;1;11.8218;676;0;0;0;0;0;0;0;1
0;32;16;0;0;1;0;0;1;1;0;1024;0;0;0;0;0;0;1;0
0;34;12;0;0;1;0;0;1;1;0;1156;0;0;0;0;0;0;1;0
0;31;14;0;0;1;0;0;1;1;0;961;0;0;0;0;0;0;1;0
0;39;17;0;1;1;0;0;1;1;8.8663607;1521;0;0;0;0;0;0;0;1
0;40;17;0;0;1;0;0;1;1;0;1600;0;0;0;0;0;0;1;0
0;31;12;0;0;1;0;0;1;1;0;961;0;0;0;0;0;0;1;0
0;27;13;0;0;1;0;0;1;1;28.076801;729;0;0;0;0;0;0;0;1
0;48;12;0;0;1;0;0;1;1;0;2304;0;0;0;0;0;0;1;0
0;41;13;0;0;1;0;0;1;1;0;1681;0;0;0;0;0;0;1;0
0;26;14;0;0;0;0;0;1;1;0;676;0;0;0;0;0;0;1;0
0;50;17;0;0;0;0;0;1;1;0;2500;0;0;0;0;0;0;1;0
0;48;12;0;0;1;0;0;1;1;12.930099;2304;0;0;0;0;0;0;0;1
0;45;16;0;0;1;0;0;1;1;0;2025;0;0;0;0;0;0;1;0
0;37;13;0;0;1;0;0;1;1;0;1369;0;0;0;0;0;0;1;0
0;33;12;0;0;1;0;0;1;1;0;1089;0;0;0;0;0;0;1;0
0;31;12;0;0;1;0;0;1;1;0;961;0;0;0;0;0;0;1;0
0;44;13;0;0;1;0;0;1;1;0;1936;0;0;0;0;0;0;1;0
0;28;17;0;0;1;0;0;1;1;0;784;0;0;0;0;0;0;1;0
0;30;17;0;0;1;0;0;1;1;0;900;0;0;0;0;0;0;1;0
0;42;16;0;0;1;0;0;1;1;0;1764;0;0;0;0;0;0;1;0
0;30;12;0;0;1;0;0;1;1;0;900;0;0;0;0;0;0;1;0
0;27;16;0;0;1;0;0;1;1;0;729;0;0;0;0;0;0;1;0
0;37;12;0;0;1;0;0;1;1;0;1369;0;0;0;0;0;0;1;0
0;37;12;0;0;1;0;0;1;1;0;1369;0;0;0;0;0;0;1;0
0;45;12;0;0;1;0;0;1;1;22.165901;2025;0;0;0;0;0;0;0;1
0;35;16;0;0;1;0;0;1;1;0;1225;0;0;0;0;0;0;1;0
0;37;17;0;0;1;0;0;1;1;66.497704;1369;0;0;0;0;0;0;0;1
0;27;17;0;0;1;0;0;1;1;0;729;0;0;0;0;0;0;1;0
0;47;14;0;0;1;0;0;1;1;0;2209;0;0;0;0;0;0;1;0
0;48;12;0;0;1;0;0;1;1;0;2304;0;0;0;0;0;0;1;0
0;42;12;0;0;1;0;0;1;1;0;1764;0;0;0;0;0;0;1;0
0;43;12;0;0;1;0;0;1;1;0;1849;0;0;0;0;0;0;1;0
0;46;12;0;0;1;0;0;1;1;0;2116;0;0;0;0;0;0;1;0
0;46;12;0;0;1;0;0;1;1;0;2116;0;0;0;0;0;0;1;0
0;46;12;0;0;1;0;0;1;1;0;2116;0;0;0;0;0;0;1;0
0;29;16;0;0;1;0;0;1;1;8.3964405;841;0;0;0;0;0;0;0;1
0;39;13;0;0;1;0;0;1;1;0;1521;0;0;0;0;0;0;1;0
0;32;12;0;0;1;0;0;1;1;0;1024;0;0;0;0;0;0;1;0
0;48;16;0;0;1;0;0;1;1;0;2304;0;0;0;0;0;0;1;0
0;48;16;0;0;1;0;0;1;1;0;2304;0;0;0;0;0;0;1;0
0;41;13;0;0;1;0;0;1;1;0;1681;0;0;0;0;0;0;1;0
0;42;13;0;0;1;0;0;1;1;0;1764;0;0;0;0;0;0;1;0
0;42;13;0;0;1;0;0;1;1;0;1764;0;0;0;0;0;0;1;0
0;42;13;0;0;1;0;0;1;1;0;1764;0;0;0;0;0;0;1;0
0;54;13;0;0;1;0;0;1;1;0;2916;0;0;0;0;0;0;1;0
0;29;14;0;0;1;0;0;1;1;0;841;0;0;0;0;0;0;1;0
0;54;12;0;0;1;0;0;1;1;0;2916;0;0;0;0;0;0;1;0
0;54;12;0;0;1;0;0;1;1;0;2916;0;0;0;0;0;0;1;0
0;26;14;0;0;1;0;0;1;1;0;676;0;0;0;0;0;0;1;0
0;43;17;0;0;1;0;0;1;1;36.943199;1849;0;0;0;0;0;0;0;1
0;54;12;0;0;1;0;0;1;1;0;2916;0;0;0;0;0;0;1;0
0;37;12;0;0;1;0;0;1;1;0;1369;0;0;0;0;0;0;1;0
0;54;16;0;0;1;0;0;1;1;0;2916;0;0;0;0;0;0;1;0
0;48;17;0;0;1;0;0;1;1;0;2304;0;0;0;0;0;0;1;0
0;44;12;0;0;1;0;0;1;1;0;1936;0;0;0;0;0;0;1;0
0;54;12;0;0;1;0;0;1;1;0;2916;0;0;0;0;0;0;1;0
0;38;12;0;0;1;0;0;1;1;0;1444;0;0;0;0;0;0;1;0
0;37;13;0;0;1;0;0;1;1;0;1369;0;0;0;0;0;0;1;0
0;27;17;0;0;1;0;0;1;1;0;729;0;0;0;0;0;0;1;0
0;51;12;0;0;1;0;0;1;1;0;2601;0;0;0;0;0;0;1;0
0;39;12;0;0;1;0;0;1;1;0;1521;0;0;0;0;0;0;1;0
0;55;14;0;0;1;0;0;1;1;0;3025;0;0;0;0;0;0;1;0
0;54;13;0;0;1;0;0;1;1;0;2916;0;0;0;0;0;0;1;0
0;54;13;0;0;1;0;0;1;1;0;2916;0;0;0;0;0;0;1;0
0;34;12;0;0;1;0;0;1;1;0;1156;0;0;0;0;0;0;1;0
0;50;14;0;0;1;0;0;1;1;0;2500;0;0;0;0;0;0;1;0
0;50;12;0;0;1;0;0;1;1;0;2500;0;0;0;0;0;0;1;0
0;21;14;0;1;0;0;.071612902;0;1;3.6573701;441;0;0;0;0;.035806451;0;0;1
0;26;12;0;0;1;0;.071612902;0;1;0;676;0;0;0;0;.035806451;0;1;0
0;21;13;0;0;0;0;.692855;0;1;2.65991;441;0;0;0;0;.3464275;0;0;1
0;23;16;0;0;1;0;1.52177;0;1;0;529;0;0;0;0;.760885;0;1;0
0;21;15;0;0;0;0;3.2225802;0;1;14.7773;441;0;0;0;0;1.6112901;0;0;1
0;23;14;0;0;0;0;3.4016101;0;1;5.3198199;529;0;0;0;0;1.7008051;0;0;1
0;27;16;0;0;1;0;4.8338699;0;1;0;729;0;0;0;0;2.416935;0;1;0
0;25;12;0;0;1;0;5.7290297;0;1;26.5991;625;0;0;0;0;2.8645148;0;0;1
0;27;17;0;0;0;0;6.0871;0;1;7.3886299;729;0;0;0;0;3.04355;0;0;1
0;55;12;0;0;1;0;6.26613;0;1;10.3441;3025;0;0;0;0;3.133065;0;0;1
0;20;12;0;0;1;0;7.1612902;0;1;0;400;0;0;0;0;3.5806451;0;1;0
0;18;12;0;0;1;0;8.0564499;0;1;19.2104;324;0;0;0;0;4.0282249;0;0;1
0;27;12;0;0;1;0;8.2354803;0;1;20.6882;729;0;0;0;0;4.1177402;0;0;1
0;28;16;0;0;1;0;8.9516106;0;1;36.943199;784;0;0;0;0;4.4758053;0;0;1
0;36;12;0;0;1;0;10.7419;0;1;0;1296;0;0;0;0;5.3709502;0;1;0
0;27;13;0;0;1;0;16.1129;0;1;29.554501;729;0;0;0;0;8.0564499;0;0;1
0;45;17;0;0;1;0;16.1129;0;1;17.732698;2025;0;0;0;0;8.0564499;0;0;1
0;45;17;0;0;1;0;16.1129;0;1;17.732698;2025;0;0;0;0;8.0564499;0;0;1
0;45;17;0;0;1;0;16.1129;0;1;17.732698;2025;0;0;0;0;8.0564499;0;0;1
0;31;12;0;0;1;0;17.9032;0;1;0;961;0;0;0;0;8.9516001;0;1;0
0;34;12;0;0;1;0;17.9032;0;1;63.542198;1156;0;0;0;0;8.9516001;0;0;1
0;34;12;0;0;1;0;17.9032;0;1;63.542198;1156;0;0;0;0;8.9516001;0;0;1
0;47;14;0;0;1;0;17.9032;0;1;22.165901;2209;0;0;0;0;8.9516001;0;0;1
0;35;16;0;0;1;0;19.693501;0;1;17.732698;1225;0;0;0;0;9.8467503;0;0;1
0;43;17;0;0;1;0;21.1616;0;1;29.554501;1849;0;0;0;0;10.5808;0;0;1
0;29;15;0;0;0;0;21.4839;0;1;22.3137;841;0;0;0;0;10.74195;0;0;1
0;31;12;0;0;1;0;21.4839;0;1;20.6882;961;0;0;0;0;10.74195;0;0;1
0;52;12;0;0;1;0;21.4839;0;1;22.165901;2704;0;0;0;0;10.74195;0;0;1
0;22;16;0;0;0;0;22.5581;0;1;32.509998;484;0;0;0;0;11.27905;0;0;1
0;53;15;0;0;1;0;24.169401;0;1;28.076801;2809;0;0;0;0;12.084701;0;0;1
0;29;17;0;0;1;0;25.9597;0;1;36.8988;841;0;0;0;0;12.97985;0;0;1
0;31;13;0;0;1;0;25.9597;0;1;39.898602;961;0;0;0;0;12.97985;0;0;1
0;35;12;0;0;1;0;26.138699;0;1;29.554501;1225;0;0;0;0;13.069349;0;0;1
0;29;16;0;0;1;0;26.854801;0;1;23.6436;841;0;0;0;0;13.427401;0;0;1
0;39;12;0;0;1;0;28.645199;0;1;31.032301;1521;0;0;0;0;14.322599;0;0;1
0;37;14;0;0;1;0;32.2258;0;1;0;1369;0;0;0;0;16.1129;0;1;0
0;30;14;0;0;1;0;32.2258;0;1;22.165901;900;0;0;0;0;16.1129;0;0;1
0;43;17;0;0;1;0;42.251602;0;1;41.376301;1849;0;0;0;0;21.125801;0;0;1
0;32;17;0;0;1;0;46.548397;0;1;39.898602;1024;0;0;0;0;23.274199;0;0;1
0;44;12;0;0;1;0;71.6129;0;1;81.275002;1936;0;0;0;0;35.80645;0;0;1
0;32;16;0;0;1;.57798404;6.9106498;0;0;18.608999;1024;0;0;0;0;3.7443168;0;0;1
0;22;13;0;0;0;.78370696;0;1;0;2.3052499;484;0;0;0;0;.39185348;0;0;1
0;35;15;0;0;1;.97963297;.53709698;0;0;0;1225;0;0;0;0;.75836498;0;1;0
0;26;15;0;0;0;.97963297;1.87984;0;0;3.2509999;676;0;0;0;0;1.4297365;0;0;1
0;29;17;0;0;1;.97963297;8.9516106;0;0;0;841;0;0;0;0;4.9656219;0;1;0
0;19;12;0;0;1;1.1540101;8.5935497;0;0;26.5991;361;0;0;0;0;4.8737798;0;0;1
